mep_id,mep_name,group,Timothy Kirkhope Am 55,Timothy Kirkhope Am 53PC = Bloc 1,Timothy Kirkhope Am 53PC Art 2,Timothy Kirkhope Am 53PC Art 3.3,Timothy Kirkhope Am 53PC Art 3.9,Timothy Kirkhope Am 59,Timothy Kirkhope Am 53PC Art 6 §1,Timothy Kirkhope Am 53PC Art 6 §9/1,Timothy Kirkhope Am 53PC Art 6 §9/2,Timothy Kirkhope Am 53PC Art 8 §1/1,Timothy Kirkhope Am 53PC Art 8 §1/2,Timothy Kirkhope Am 54,Timothy Kirkhope Am 53PC Art 9 §1,Timothy Kirkhope Am 53PC Art 12,Timothy Kirkhope Am 61,Timothy Kirkhope Am 53PC Art 19 §3,Timothy Kirkhope Am 53PC Recital 10,Timothy Kirkhope Am 53PC Recital 32,Timothy Kirkhope Proposition modifiée,Timothy Kirkhope Résolution législative,Constance Le Grip Am 3,Constance Le Grip Résolution législative,Indrek Tarand Am 16,Indrek Tarand § 26,Indrek Tarand Am 3,Indrek Tarand Am 1,Indrek Tarand Am 28,Indrek Tarand § 37,Indrek Tarand § 38,Indrek Tarand Am 2,Indrek Tarand Am 22,Indrek Tarand Am 4,Indrek Tarand Am 5,Indrek Tarand Am 24,Indrek Tarand Résolution,Am 9,Am 19,Am 20,§ 5,Am 21,Am 22=37,Am 23,Am 10,Am 24,Am 25,Am 26,Am 27,Am 28,Am 29,Am 30,Am 31,Am 15,Am 47,Am 17,Am 34,Résolution,§ 1,§ 2,§ 7/2,§ 26/2,Tamás Meszerics § 2,Tamás Meszerics § 3/1,Tamás Meszerics § 3/2,Tamás Meszerics § 4,Tamás Meszerics § 8,Tamás Meszerics § 34/1,Tamás Meszerics § 34/2,Tamás Meszerics § 49/1,Tamás Meszerics § 49/2,Tamás Meszerics § 71,Tamás Meszerics Considérant H,Tamás Meszerics Résolution,Nirj Deva § 32/1,Nirj Deva § 32/2,Nirj Deva Résolution
53b2dbf1b819f205b000009a,Kefalogiannis,PPE,Against,For,For,For,For,For,For,For,For,For,For,Against,For,For,Against,For,For,,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,,For,For,For,For,,For,,,Against,Against,Abstain,Against,Against,Against,Against,Against,,Abstain,,,,,,,,,,,,,,,,,,,
4f1ac91bb819f25efd00010e,Hohlmeier,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Abstain,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1adcc7b819f207b3000139,Ždanoka,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,Abstain,For,For,For,Against,For,For,For,For,For,,,,,For,For,For,,,
4f1ac457b819f25896000007,Taylor,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,For,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,,For,For,For,For,Abstain
4f1ada74b819f207b3000070,Pittella,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fd7df7db819f235ad000000,Anderson Martina,GUE/NGL,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,For,For,For,For,For,Against,Against,For,For,For,For,Against,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,Against,Against,Against,For,Abstain,Abstain,Abstain,Against,Against,For,For,For,For,For,For,For,For,For,For,For,For,,,
4f1adb15b819f207b30000a7,Saudargas,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
53b2d93db819f205b0000058,Eck,GUE/NGL,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,Abstain,For,Against,For,For,Against,Against,For,For,For,For,Against,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,Against,Against,Against,For,Abstain,Abstain,Abstain,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against
53b2dea2b819f205b00000f7,Picierno,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,,,,,,,
53b2e051b819f205b000013a,Synadinos,NI,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,Against,Against,For,Against,For,For,For,For,Against,For,For,For,For,Against,For,For,Against,For,Against,Against,Against,Abstain,Abstain,Against,For,For,Abstain,For,For,Against,Against,Against,Against,For,Against,For,Against,Against,,,,,,,,,,,,,,,,,,,
53ba7f09b819f24b33000167,Salini,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,,,,,,
4f1adae9b819f207b3000099,Rübig,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Abstain,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
53b2da6ab819f205b0000074,de Graaff,ENF,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,For,For,For,For,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against
4f1ad9fcb819f207b3000048,Nicolai,ALDE,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,For,For,For,Abstain,Abstain,Against,For,For,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,For,Abstain,For,Against,Against,Against,Against,Against,Against,For,Abstain,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,Against,Against,For,For,Against,For,For,For
53b2d813b819f205b0000031,Caputo,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,For,For,For,Against,For,Against,Abstain,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Abstain,Against,Abstain,For,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
53ba822eb819f24b330001a4,Ujhelyi,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,For,For,Against,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,,,,,,,,,,
4f1adb7ab819f207b30000c8,Smolková,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4f1ada05b819f207b300004b,van Nistelrooij,PPE,,,,,,,,,,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,Against,For,For,Against,For,Against,For,Against,For,Against,For,Against,For,Against,For,Against,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,For,For,For,For,Against,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1adc01b819f207b30000f7,Tošenovský,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,For,Abstain,Abstain,For,Against,Against,Against,Against,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,Abstain,For,For,Abstain,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,Against,
53b2d856b819f205b000003d,Coburn,EFDD,For,Against,Abstain,Abstain,Against,Abstain,Abstain,Against,Against,Abstain,Abstain,Abstain,Abstain,Against,For,For,Abstain,Against,Against,Against,For,Against,For,Against,For,For,For,For,For,For,For,Against,For,For,Against,For,Abstain,For,Against,For,Abstain,Abstain,For,For,For,Abstain,For,Abstain,Against,Against,Abstain,For,Abstain,For,Abstain,Against,Against,Against,Against,Abstain,Against,Against,Against,Abstain,Abstain,Against,Against,Against,Against,Against,,Against,Against,Against,Against
53b2de09b819f205b00000de,Mureşan,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,Against,Against,For,Against,,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
53b2df40b819f205b000010d,Rodrigues Maria João,S&D,Against,For,For,,,,,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,,For,For,Against,For,Abstain,For,Against,For,Against,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,,,,For,For,For,For,,For,For
53b2de0fb819f205b00000e1,Nart,ALDE,Abstain,For,For,For,For,Against,For,For,For,For,For,For,Against,Against,For,For,For,Against,For,For,Against,For,For,For,Against,Against,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,,,,,,
4f1c2101b819f267af00001f,Lewandowski,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Abstain,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,,,,,,,,,,,
53b2dd38b819f205b00000bb,Maeijer,ENF,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,For,For,For,For,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against
4f1ac69fb819f25efd000051,Bullmann,S&D,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,,For,For,For,For,For,Against,For,Against,For,,Against,,For,For,Against,For,Against,,,For,Against,Against,Against,For,Against,For,Against,Against,For,,,,Against,,,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4f1ac900b819f25efd000105,Hedh,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,Against,For,Against,Against,For,For,Against,For,Abstain,For,Against,Abstain,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,,,,,,,
53b2dcdfb819f205b00000b1,Lietz,S&D,Against,Against,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,Against,Against,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,,,,,,,,,,,,,,,
545d70f0d1d1c55357000000,Vandenkendelaere,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,Against,For,For,Against,Against,For,For,Against,For,Against,For,Against,For,Against,For,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For
53b2d83cb819f205b0000037,Chauprade,NI,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,Against,For,For,For,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Abstain,For,Against,For
4f1ac63ab819f25efd000028,Batten,EFDD,For,Against,Abstain,Abstain,Against,Abstain,Abstain,Against,Against,Abstain,Abstain,Abstain,Against,Against,For,For,Abstain,Against,Against,Against,For,Against,For,Against,For,For,For,For,For,For,For,Against,For,For,Against,For,Abstain,For,Against,For,Abstain,Abstain,For,For,For,Abstain,Abstain,Abstain,For,Against,Abstain,For,,For,Abstain,Against,,,,,,,,,,,,,,,,,,,
53b2d796b819f205b0000020,Björk,GUE/NGL,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,Against,Against,Abstain,For,For,Against,Against,Against,For,For,Against,For,For,For,Abstain,For,For,For,For,For,For,For,For,Against,Against,Against,,Abstain,For,Abstain,Abstain,Against,For,Abstain,Abstain,For,For,For,Abstain,For,Against,For,For,For,For,For,Against
4f1ada8fb819f207b300007a,Preda,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1ad962b819f207b3000013,Mann,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,,,,,,,,,,
53b2de5db819f205b00000eb,Ożóg,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Abstain,Abstain,For,For,For,For,Abstain,Against,Abstain,Abstain,Abstain,For,For,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,Abstain,,,,,,,,,,,,,,,,,,,
53b2dc7fb819f205b00000ab,Landsbergis,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,,Against,For,For,Against,Against,For,,For,For,For,For,,For
53b2dc18b819f205b000009e,Kofod,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,Abstain,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,Abstain,For,For,For,For,For,For,For,Abstain,For,For,For,For,For,For
53b2e03eb819f205b0000134,Stuger,ENF,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,For,For,For,For,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against
54ed2472d1d1c52435000000,Zoffoli,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,For,For,For,Against,For,Against,For,Abstain,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,,,,,,,,,,,,,,,,,,,
53b2dd1fb819f205b00000b9,McAllister,PPE,,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,Against,Abstain,,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,,Against,For,,Against,Against,For,For,For,For,,,,
4f1ac5d1b819f25efd000002,Agnew,EFDD,For,Against,Abstain,Abstain,Against,Abstain,Abstain,Against,Against,Abstain,Abstain,Abstain,Against,Against,For,For,Abstain,Against,Against,Against,For,Against,For,Against,For,For,For,For,For,For,For,Against,For,For,Against,For,Abstain,For,Against,For,Abstain,Abstain,For,For,For,Abstain,Abstain,Abstain,Against,Against,Abstain,For,Abstain,For,Abstain,Against,Against,Against,Against,Abstain,Abstain,Against,Against,Abstain,Abstain,,,,,,,,,,
53b2dc58b819f205b00000a7,Kyllönen,GUE/NGL,,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Abstain,For,For,Against,Abstain,For,Against,Against,For,For,For,Against,For,Against,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,For,Abstain,Abstain,Abstain,Abstain,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against
54641681d1d1c551b2000000,Pavel,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Abstain,Against,For,Abstain,For,Against,For,Against,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,,,,,,,,,,,,,,,
53b2d99db819f205b0000063,Finch,EFDD,For,Against,Against,Abstain,Against,Abstain,Abstain,Against,Against,Abstain,Abstain,Abstain,Against,Against,For,For,Abstain,Against,Against,Against,Against,Against,For,Against,For,For,For,For,For,For,Against,Against,For,For,Against,For,Abstain,For,Against,For,Abstain,Abstain,For,For,For,Abstain,Abstain,Abstain,Against,Against,Abstain,For,Abstain,For,Abstain,Against,Against,Against,Against,Abstain,Abstain,Against,Against,Abstain,Abstain,Against,Against,Abstain,Against,Against,Abstain,Against,Against,Against,Against
53b2d816b819f205b0000032,Carthy,GUE/NGL,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,For,For,For,For,For,Against,For,For,For,For,For,Against,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,Against,Against,Against,For,Abstain,Abstain,Abstain,Against,Against,For,For,For,For,For,For,For,,,,,,,,
4f1adca5b819f207b300012c,Winkler Iuliu,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,
53b2da15b819f205b000006b,Gentile,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,Abstain,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Abstain,Against,Abstain,For,Against,Against,,Against,Against,,Against,For,,,,,,,,,,,,,,,,,,,
53b2decdb819f205b00000fc,Plura,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
565cf6f0d1d1c52df2000000,Hoc,ECR,For,For,For,For,,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Abstain,Abstain,For,For,For,For,Abstain,Against,Abstain,Abstain,Abstain,For,For,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,,Abstain,For,For,For,Against,Abstain,Against,Against,For,Abstain,Abstain,Against,For,Against,Abstain,For,Abstain,For,,For
53b2d715b819f205b000000a,Andersson,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,For,For,Against,For,For,For,Against,For,For,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,For,For,For,For,Against,,,,,,,,,,,,,,,
53b2dfd2b819f205b0000121,Sernagiotto,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,For,Against,Abstain,Against,Against,Against,,,,,,,,,,
53ba81f0b819f24b33000198,Trebesius,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,Against,For,Against,Against,Abstain,Against,Abstain,Against,Against,Against,For,For,For,Against,Against,For,Against,For,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,Against,For
56b2a874d1d1c54b12000000,Punset,ALDE,Abstain,For,For,For,For,Against,For,For,For,For,For,For,Against,Against,For,For,For,Against,For,For,Against,For,For,For,Against,Against,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Abstain,Against,Against,Against,Against,For,Against,Against,Abstain,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,,,,
5657b0f2d1d1c53e12000000,Benito Ziluaga,GUE/NGL,For,Against,Against,Against,Against,For,Against,For,Against,Abstain,Against,Abstain,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,Against,Against,For,For,For,Abstain,For,Against,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,For,Abstain,Abstain,Abstain,Against,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Against
53ba7d61b819f24b3300014c,Pospíšil,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Abstain,Against,Against,For,For,Against,Abstain,Against,Abstain,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Abstain,For
53b2dfe2b819f205b0000125,Simon Siôn,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,,,For,For,,For,Against,Abstain,For,Against,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,
4f1adc32b819f207b3000107,Urutchev,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1ac941b819f25efd000123,Jadot,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain
4f1ad9abb819f207b300002c,Messerschmidt,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,Abstain,Against,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For,Abstain,Abstain,Against,Against,For,For,Against,For,Against,,Against,For,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,Against,Abstain
53b2dba2b819f205b0000093,Jurek,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Abstain,Abstain,For,For,For,For,Abstain,Against,Abstain,Abstain,Abstain,For,For,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,Against,For,For,For,For,Abstain,Against,Against,For,Abstain,Abstain,Against,For,Against,Abstain,For,Abstain,For,Against,For
53b2d707b819f205b0000007,Albiol Guzmán,GUE/NGL,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,For,For,For,Against,Against,Against,For,For,Against,For,For,For,,For,For,For,For,For,For,For,For,Against,Against,Against,For,Abstain,Abstain,,,,,,,,,,,,,,,,,,
53b2de49b819f205b00000e9,Noichl,S&D,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
